author,search,title
admin,"index=epav sourcetype=""eset:ra"" event_type=FilteredWebsites_Event
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""Critical""
| stats values(index) as Index, values(event) as event, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(object_uri) as object_uri, values(file_hash) as file_hash, values(rule_id) as rule_id, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(user) as user count by Alert_Severity Time ipv4
| where count >= 100
| fillnull value=N/A AV_Action_Taken","FPT - ESET - Detect Network Attacks on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN (""*Backdoor.Cobalt*"", ""*Brutel*"", ""*BruteR*"", ""*CobaltStr*"", ""*CobaltStrike*"", ""*COBEACON*"", ""*Cometer*"", ""*Exploit.Script.CVE*"", ""*IISExchgSpawnCMD*"", ""*Metasploit*"", ""*Meterpreter*"", ""*MeteTool*"", ""*Mpreter*"", ""*MsfShell*"", ""*PowerSploit*"", ""*Razy*"", ""*Rozena*"", ""*Sbelt*"", ""*Seatbelt*"", ""*Sliver*"", ""*Swrort*"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Exploitation Framework Detected on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" event_type=FilteredWebsites_Event NOT *chrome.exe* NOT *msedge.exe* NOT *Ultraviewer* NOT *Skype.exe* NOT *brave.exe* NOT *coccoc* NOT *firefox.exe* NOT *UrbanVPN* NOT *Hola* NOT *opera* NOT *BigNoxVM* NOT ""*popcorn time*"" NOT ""*FormatFactory*"" NOT *pinaview* rule_id!=""Blocked by PUA blacklist"" rule_id!=""Website certificate revoked""
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""Critical""
| stats values(index) as Index, values(event) as event, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(object_uri) as object_uri, values(file_hash) as file_hash, values(rule_id) as rule_id, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken","FPT - ESET - Malicious Website Accesses by AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name=""PWS*"" OR threat_name IN  (""*Certify*"", ""*DCSync*"", ""*DumpCreds*"", ""*DumpLsass*"", ""*DumpPert*"", ""*HTool/WCE*"", ""*Kekeo*"", ""*Lazagne*"", ""*LsassDump*"", ""*Mimikatz*"", ""*MultiDump*"", ""*Nanodump*"", ""*NativeDump*"", ""*Outflank*"", ""*PShlSpy*"", ""*PSWTool*"", ""*PWCrack*"", ""*PWDump*"", ""*PWS.*"", ""*PWSX*"", ""*pypykatz*"", ""*Rubeus*"", ""*SafetyKatz*"", ""*SecurityTool*"", ""*SharpChrome*"", ""*SharpDPAPI*"", ""*SharpDump*"", ""*SharpKatz*"", ""*SharpS.*"", ""*ShpKatz*"", ""*TrickDump*"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Password Dumper Detected on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN  (""*BlackWorm*"", ""*Chaos*"", ""*Cobra*"", ""*ContiCrypt*"", ""*Crypter*"", ""*CRYPTES*"", ""*Cryptor*"", ""*CylanCrypt*"", ""*DelShad*"", ""*Destructor*"", ""*Filecoder*"", ""*GandCrab*"", ""*GrandCrab*"", ""*Haperlock*"", ""*Hiddentear*"", ""*HydraCrypt*"", ""*Krypt*"", ""*Lockbit*"", ""*Locker*"", ""*Mallox*"", ""*Phobos*"", ""*Ransom*"", ""*Ryuk*"", ""*Ryzerlo*"", ""*Stopcrypt*"", ""*Tescrypt*"", ""*TeslaCrypt*"", ""*WannaCry*"", ""*Xorist*"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Ransomware Detected on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" action_taken!=""Blocked URL"" action_taken!=""*Cleaned*"" action_taken!=""*Deleted*"" event_type!=FilteredWebsites_Event
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Uncleaned Malware on AZINSU Servers"
admin,"index=esxi sourcetype=* login eventtype=failed_login
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical"" 
| stats values(src_ip) as src_ip count by Alert_Severity Time User host
| where count>=50","FPT - ESXi Brute-force Detection"
admin,"index=esxi sourcetype=* eventtype=failed_login
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical"" 
| stats values(User) as User dc(User) as Discount_User count by Alert_Severity Time host src_ip
| where Discount_User>=10 and count>=50","FPT - ESXi SSH Password-Spraying Detection"
admin,"index=esxi sourcetype=* Successful login 
NOT src_ip IN (10.14.124.28, 10.14.60.228, 10.33.33.33, 10.15.225.120, 10.14.124.53)
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical"" 
| stats values(src_ip) as src_ip count by Alert_Severity Time User host","FPT - ESXi Suspicious Host Login"
admin,"index=ESXi sourcetype=* ""SSH"" ""disabled""
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical"" 
| stats count by Alert_Severity Time host _raw
| rename _raw as Details","FPT - ESXi Unusual SSH disable behavior"
admin,"index=ESXi sourcetype=* ""SSH"" ""enabled""
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical"" 
| stats count by Alert_Severity Time user host details","FPT - ESXi Unusual SSH enable behavior"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" ((http_user_agent=""Internet Explorer *"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.2)"" OR http_user_agent=""Mozilla/4.0 (compatible; Metasploit RSPEC)"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 6.1; Windows NT)"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)"" OR http_user_agent=""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0; SIMBAR={7DB0F6DE-8DE7-4841-9084-28FA914B0F2E}; SLCC1; .N"" OR http_user_agent=""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/4.0.221.6 Safari/525.13"" OR http_user_agent=""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU)"" OR http_user_agent=""Mozilla/5.0"" OR http_user_agent=""Mozilla/4.0 (compatible; SPIPE/1.0"" OR http_user_agent=""Mozilla/5.0 (Windows NT 6.3; rv:39.0) Gecko/20100101 Firefox/35.0"" OR http_user_agent=""Sametime Community Agent"" OR http_user_agent=""X-FORWARDED-FOR"" OR http_user_agent=""DotDotPwn v2.1"" OR http_user_agent=""SIPDROID"" OR http_user_agent=""Mozilla/5.0 (Windows NT 10.0; Win32; x32; rv:60.0)"" OR http_user_agent=""Mozilla/6.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205     Firefox/27.0 Iceweasel/25.3.0"" OR http_user_agent=""*wordpress hash grabber*"" OR http_user_agent=""*exploit*"") OR (Agent=""Internet Explorer *"" OR Agent=""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.2)"" OR Agent=""Mozilla/4.0 (compatible; Metasploit RSPEC)"" OR Agent=""Mozilla/4.0 (compatible; MSIE 6.1; Windows NT)"" OR Agent=""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" OR Agent=""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"" OR Agent=""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)"" OR Agent=""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0; SIMBAR={7DB0F6DE-8DE7-4841-9084-28FA914B0F2E}; SLCC1; .N"" OR Agent=""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/4.0.221.6 Safari/525.13"" OR Agent=""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU)"" OR Agent=""Mozilla/4.0 (compatible; SPIPE/1.0"" OR Agent=""Mozilla/5.0 (Windows NT 6.3; rv:39.0) Gecko/20100101 Firefox/35.0"" OR Agent=""Sametime Community Agent"" OR Agent=""X-FORWARDED-FOR"" OR Agent=""DotDotPwn v2.1"" OR Agent=""SIPDROID"" OR Agent=""Mozilla/5.0 (Windows NT 10.0; Win32; x32; rv:60.0)"" OR Agent=""Mozilla/6.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205     Firefox/27.0 Iceweasel/25.3.0"" OR Agent=""*wordpress hash grabber*"" OR Agent=""*exploit*""))
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""Medium""
|  stats latest(Time) as Time, values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent, values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity http_x_forwarded_for
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Exploit Framework User Agent"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (http_user_agent=""*(hydra)*"" OR http_user_agent=""* arachni/*"" OR http_user_agent=""* BFAC *"" OR http_user_agent=""* brutus *"" OR http_user_agent=""* cgichk *"" OR http_user_agent=""*core-project/1.0*"" OR http_user_agent=""* crimscanner/*"" OR http_user_agent=""*datacha0s*"" OR http_user_agent=""*dirbuster*"" OR http_user_agent=""*domino hunter*"" OR http_user_agent=""*dotdotpwn*"" OR http_user_agent=""*FHScan Core*"" OR http_user_agent=""*floodgate*"" OR http_user_agent=""*get-minimal*"" OR http_user_agent=""*gootkit auto-rooter scanner*"" OR http_user_agent=""*grendel-scan*"" OR http_user_agent=""* inspath *"" OR http_user_agent=""*internet ninja*"" OR http_user_agent=""*jaascois*"" OR http_user_agent=""* zmeu *"" OR http_user_agent=""*masscan*"" OR http_user_agent=""* metis *"" OR http_user_agent=""*morfeus fucking scanner*"" OR http_user_agent=""*n-stealth*"" OR http_user_agent=""*nsauditor*"" OR http_user_agent=""*pmafind*"" OR http_user_agent=""*security scan*"" OR http_user_agent=""*springenwerk*"" OR http_user_agent=""*teh forest lobster*"" OR http_user_agent=""*toata dragostea*"" OR http_user_agent=""* vega/*"" OR http_user_agent=""*voideye*"" OR http_user_agent=""*webshag*"" OR http_user_agent=""*webvulnscan*"" OR http_user_agent=""* whcc/*"" OR http_user_agent=""* Havij*"" OR http_user_agent=""*absinthe*"" OR http_user_agent=""*bsqlbf*"" OR http_user_agent=""*mysqloit*"" OR http_user_agent=""*pangolin*"" OR http_user_agent=""*sql power injector*"" OR http_user_agent=""*sqlmap*"" OR http_user_agent=""*sqlninja*"" OR http_user_agent=""*uil2pn*"" OR http_user_agent=""*ruler*"" OR http_user_agent=""*Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-PT; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729)*"") OR (Agent=""*(hydra)*"" OR Agent=""* arachni/*"" OR Agent=""* BFAC *"" OR Agent=""* brutus *"" OR Agent=""* cgichk *"" OR Agent=""*core-project/1.0*"" OR Agent=""* crimscanner/*"" OR Agent=""*datacha0s*"" OR Agent=""*dirbuster*"" OR Agent=""*domino hunter*"" OR Agent=""*dotdotpwn*"" OR Agent=""*FHScan Core*"" OR Agent=""*floodgate*"" OR Agent=""*get-minimal*"" OR Agent=""*gootkit auto-rooter scanner*"" OR Agent=""*grendel-scan*"" OR Agent=""* inspath *"" OR Agent=""*internet ninja*"" OR Agent=""*jaascois*"" OR Agent=""* zmeu *"" OR Agent=""*masscan*"" OR Agent=""* metis *"" OR Agent=""*morfeus fucking scanner*"" OR Agent=""*n-stealth*"" OR Agent=""*nsauditor*"" OR Agent=""*pmafind*"" OR Agent=""*security scan*"" OR Agent=""*springenwerk*"" OR Agent=""*teh forest lobster*"" OR Agent=""*toata dragostea*"" OR Agent=""* vega/*"" OR Agent=""*voideye*"" OR Agent=""*webshag*"" OR Agent=""*webvulnscan*"" OR Agent=""* whcc/*"" OR Agent=""* Havij*"" OR Agent=""*absinthe*"" OR Agent=""*bsqlbf*"" OR Agent=""*mysqloit*"" OR Agent=""*pangolin*"" OR Agent=""*sql power injector*"" OR Agent=""*sqlmap*"" OR Agent=""*sqlninja*"" OR Agent=""*uil2pn*"" OR Agent=""*ruler*"" OR Agent=""*Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-PT; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729)*"")
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(src_ip) as src_ip values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time client_ip
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Hack Tool User Agent"
admin,"index=* (sourcetype=cp_log OR sourcetype=fortinet) (src=""*:*"" OR dst=""*:*"")
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv6_dst.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Source IPv6)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(src) as src_ip values(dstport) as ""Dest Port"" count by Alert_Severity Time dst
| where count >= 100","FPT - IOC Cyble Detected - Dest IPv6"
admin,"index=netdns sourcetype=MSAD:NT6:DNS ioc=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.69 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51) action=success
| eval ioc=replace(ioc,""(\(\d+)\)"",""."") 
| eval ioc=replace(ioc,""^."","""") 
| eval ioc=replace(ioc,"".$"","""")
| search 
    [| inputlookup ioc_cyble_domain.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Domain)""```
| search NOT 
    [ | inputlookup ioc_blocked_domain.csv]
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) AS Time
| eval Alert_Severity=""Medium""
| stats values(ioc) as Domain_Name values(action) as Action count by Alert_Severity Time src_ip","FPT - IOC Cyble Detected - Domain Query"
admin,"index=checkpoint sourcetype=cp_log
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv4_src.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Source IPv4)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(dest_ip) as dest_ip dc(dest_ip) as Total_dest values(dest_port) as ""Dest Port"" count by Alert_Severity Time src
| where count >= 100","FPT - IOC Cyble Detected - Inbound IPv4 by Checkpoint"
admin,"index=main sourcetype=fortinet
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv4_src.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Source IPv4)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(dst) as dest_ip dc(dst) as Total_dest values(dstport) as ""Dest Port"" count by Alert_Severity Time src
| where count >= 100","FPT - IOC Cyble Detected - Inbound IPv4 by Fortinet"
admin,"index=epav sourcetype=""eset:ra"" file_hash=* event_type!=FilteredWebsites_Event NOT (action_taken=*Cleaned* OR action_taken=*Deleted*)
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_file_hash.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (File Hash)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action_taken) as Action, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4 file_hash","FPT - IOC Cyble Detected - Malicious File Hash by ESET"
admin,"index=checkpoint sourcetype=cp_log action=Accept
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv4_dst.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Dest IPv4)""```
| where 
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(src) as src_ip values(dest_port) as ""Dest Port"" count by Alert_Severity Time dst
| where count >= 20 AND NOT (dst=""11.22.33.45"" OR dst=""104.21.0.0/16"" OR dst=""104.26.12.205"")","FPT - IOC Cyble Detected - Outbound IPv4 by Checkpoint"
admin,"index=main sourcetype=fortinet action=accept
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv4_dst.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Dest IPv4)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(src) as src_ip values(dstport) as ""Dest Port"" count by Alert_Severity Time dst
| where count >= 20","FPT - IOC Cyble Detected - Outbound IPv4 by Fortinet"
admin,"index=* (sourcetype=cp_log OR sourcetype=fortinet) (src=""*:*"" OR dst=""*:*"")
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| search 
    [| inputlookup ioc_cyble_ipv6_src.csv] ```Input CSV triggred from alert ""Input Lookup - IOC Cyble (Source IPv6)""```
| eval Alert_Severity=""Medium""
| stats values(index) as Index values(action) as Action values(dst) as dest_ip dc(dst) as Total_dest values(dstport) as ""Dest Port"" count by Alert_Severity Time src
| where count >= 100","FPT - IOC Cyble Detected - Source IPv6"
admin,"index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" ""*/list/suc\?name=*""
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| eval Alert_Severity=""Medium""
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(vendor_product) as vendor_product , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time http_x_forwarded_for
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - iOS Implant URL Pattern"
admin,"index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (""%24%7B%28%23a%3D%40"" OR ""${(#a=@"" OR ""%24%7B%40java"" OR ""${@java"" OR ""u0022java"" OR ""%2F%24%7B%23"" OR ""/${#"" OR ""new+java."" OR ""getRuntime().exec("" OR ""getRuntime%28%29.exec%28"") NOT Status_Code=4*  NOT src_ip=""10.14.128.10""
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Java Payload Strings Detected"
admin,"index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (""/Basic/Command/Base64/"" OR ""/Basic/ReverseShell/"" OR ""/Basic/TomcatMemshell"" OR ""/Basic/JettyMemshell"" OR ""/Basic/WeblogicMemshell"" OR ""/Basic/JBossMemshell"" OR ""/Basic/WebsphereMemshell"" OR ""/Basic/SpringMemshell"" OR ""/Deserialization/URLDNS/"" OR ""/Deserialization/CommonsCollections1/Dnslog/"" OR ""/Deserialization/CommonsCollections2/Command/Base64/"" OR ""/Deserialization/CommonsBeanutils1/ReverseShell/"" OR ""/Deserialization/Jre8u20/TomcatMemshell"" OR ""/TomcatBypass/Dnslog/"" OR ""/TomcatBypass/Command/"" OR ""/TomcatBypass/ReverseShell/"" OR ""/TomcatBypass/TomcatMemshell"" OR ""/TomcatBypass/SpringMemshell"" OR ""/GroovyBypass/Command/"" OR ""/WebsphereBypass/Upload/"")
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - JNDIExploit Pattern"
admin,"index=* sourcetype=linux_syslog ((path=""*/sqlmap"" OR path=""*/teamserver"" OR path=""*/aircrack-ng"" OR path=""*/john"" OR path=""*/setoolkit"" OR path=""*/wpscan"" OR path=""*/hydra"" OR path=""*/nikto"" OR path=""*/ebpfkit"" OR path=""*/bpfdos"" OR path=""*/exechijack"" OR path=""*/pidhide"" OR path=""*/writeblocker"") OR path=""*/linpeas*"")
|stats values(user) as User values(path) as Path count by Alert_Severity _time ip","FPT - Linux HackTool Execution"
